,feature_combination,best_n_neighbors,best_cv_score
385,"('cp', 'trestbps', 'chol', 'fbs')",7,0.7322215783199766
386,"('cp', 'trestbps', 'chol', 'restecg')",7,0.7313492883927666
387,"('cp', 'trestbps', 'chol', 'thalach')",13,0.7353286267816971
388,"('cp', 'trestbps', 'chol', 'exang')",17,0.7298016906333802
389,"('cp', 'trestbps', 'chol', 'oldpeak')",7,0.7709687861662122
390,"('cp', 'trestbps', 'chol', 'slope')",7,0.7655431911084085
391,"('cp', 'trestbps', 'chol', 'ca')",9,0.7721280734189896
392,"('cp', 'trestbps', 'chol', 'thal')",19,0.7539540353422887
393,"('cp', 'trestbps', 'fbs', 'restecg')",7,0.6924563359345968
394,"('cp', 'trestbps', 'fbs', 'thalach')",7,0.6964884924663719
395,"('cp', 'trestbps', 'fbs', 'exang')",7,0.7068131696996114
396,"('cp', 'trestbps', 'fbs', 'oldpeak')",3,0.7400890356476247
397,"('cp', 'trestbps', 'fbs', 'slope')",3,0.7052112853892754
398,"('cp', 'trestbps', 'fbs', 'ca')",9,0.7850339180411645
399,"('cp', 'trestbps', 'fbs', 'thal')",13,0.7320123515211233
400,"('cp', 'trestbps', 'restecg', 'thalach')",19,0.7172257186103946
401,"('cp', 'trestbps', 'restecg', 'exang')",17,0.7291562085257738
402,"('cp', 'trestbps', 'restecg', 'oldpeak')",3,0.7416079145143297
403,"('cp', 'trestbps', 'restecg', 'slope')",9,0.7116593193229349
404,"('cp', 'trestbps', 'restecg', 'ca')",19,0.7504785101023167
405,"('cp', 'trestbps', 'restecg', 'thal')",15,0.7714318885623234
406,"('cp', 'trestbps', 'thalach', 'exang')",13,0.7295840314867774
407,"('cp', 'trestbps', 'thalach', 'oldpeak')",13,0.7179457230906506
408,"('cp', 'trestbps', 'thalach', 'slope')",17,0.7354128984273912
409,"('cp', 'trestbps', 'thalach', 'ca')",7,0.7946307322709252
410,"('cp', 'trestbps', 'thalach', 'thal')",11,0.7803053546165675
411,"('cp', 'trestbps', 'exang', 'oldpeak')",7,0.7615952428930396
412,"('cp', 'trestbps', 'exang', 'slope')",13,0.7551803641748915
413,"('cp', 'trestbps', 'exang', 'ca')",7,0.7937227010777735
414,"('cp', 'trestbps', 'exang', 'thal')",3,0.7820844690524325
415,"('cp', 'trestbps', 'oldpeak', 'slope')",7,0.7264879815085271
416,"('cp', 'trestbps', 'oldpeak', 'ca')",13,0.792039435210851
417,"('cp', 'trestbps', 'oldpeak', 'thal')",19,0.7783585229641674
418,"('cp', 'trestbps', 'slope', 'ca')",5,0.7994606090447248
419,"('cp', 'trestbps', 'slope', 'thal')",13,0.7667327214977864
420,"('cp', 'trestbps', 'ca', 'thal')",7,0.8179311523293217
421,"('cp', 'chol', 'fbs', 'restecg')",17,0.6912525539282408
422,"('cp', 'chol', 'fbs', 'thalach')",17,0.7311891888492272
423,"('cp', 'chol', 'fbs', 'exang')",19,0.7006181088526937
424,"('cp', 'chol', 'fbs', 'oldpeak')",5,0.7604736036513117
425,"('cp', 'chol', 'fbs', 'slope')",9,0.7498117987731338
426,"('cp', 'chol', 'fbs', 'ca')",11,0.7611931742867195
427,"('cp', 'chol', 'fbs', 'thal')",11,0.7455274174084242
428,"('cp', 'chol', 'restecg', 'thalach')",9,0.7049320532805632
429,"('cp', 'chol', 'restecg', 'exang')",5,0.6953679850805219
430,"('cp', 'chol', 'restecg', 'oldpeak')",7,0.7491084593459327
431,"('cp', 'chol', 'restecg', 'slope')",17,0.7166129494637741
432,"('cp', 'chol', 'restecg', 'ca')",9,0.7415988344510737
433,"('cp', 'chol', 'restecg', 'thal')",13,0.7535003469000418
434,"('cp', 'chol', 'thalach', 'exang')",9,0.731017384656458
435,"('cp', 'chol', 'thalach', 'oldpeak')",19,0.7483844550511216
436,"('cp', 'chol', 'thalach', 'slope')",11,0.7267338222700541
437,"('cp', 'chol', 'thalach', 'ca')",19,0.7661805904776918
438,"('cp', 'chol', 'thalach', 'thal')",19,0.7718259394926062
439,"('cp', 'chol', 'exang', 'oldpeak')",7,0.7429354066280076
440,"('cp', 'chol', 'exang', 'slope')",19,0.740009898314246
441,"('cp', 'chol', 'exang', 'ca')",7,0.8001270532931807
442,"('cp', 'chol', 'exang', 'thal')",13,0.7801322912192477
443,"('cp', 'chol', 'oldpeak', 'slope')",13,0.7505896391718612
444,"('cp', 'chol', 'oldpeak', 'ca')",11,0.7889667320008481
445,"('cp', 'chol', 'oldpeak', 'thal')",9,0.7664939923200793
446,"('cp', 'chol', 'slope', 'ca')",13,0.774024892152593
447,"('cp', 'chol', 'slope', 'thal')",17,0.7544916548829592
448,"('cp', 'chol', 'ca', 'thal')",17,0.792473462238527
449,"('cp', 'fbs', 'restecg', 'thalach')",17,0.6955311709224754
450,"('cp', 'fbs', 'restecg', 'exang')",15,0.7302085568625045
451,"('cp', 'fbs', 'restecg', 'oldpeak')",15,0.7159558683154532
452,"('cp', 'fbs', 'restecg', 'slope')",15,0.7103016556467477
453,"('cp', 'fbs', 'restecg', 'ca')",17,0.7197265158147743
454,"('cp', 'fbs', 'restecg', 'thal')",11,0.7699738841381178
455,"('cp', 'fbs', 'thalach', 'exang')",3,0.7323205373731885
456,"('cp', 'fbs', 'thalach', 'oldpeak')",19,0.7308518718053424
457,"('cp', 'fbs', 'thalach', 'slope')",19,0.7059704132749978
458,"('cp', 'fbs', 'thalach', 'ca')",17,0.7986419428665805
459,"('cp', 'fbs', 'thalach', 'thal')",9,0.756556819415687
460,"('cp', 'fbs', 'exang', 'oldpeak')",19,0.7478827387995773
461,"('cp', 'fbs', 'exang', 'slope')",13,0.7181691333499114
462,"('cp', 'fbs', 'exang', 'ca')",11,0.7861076727810465
463,"('cp', 'fbs', 'exang', 'thal')",13,0.7966944215205085
464,"('cp', 'fbs', 'oldpeak', 'slope')",15,0.725141599369671
465,"('cp', 'fbs', 'oldpeak', 'ca')",7,0.8060252250620751
466,"('cp', 'fbs', 'oldpeak', 'thal')",19,0.7543675666343936
467,"('cp', 'fbs', 'slope', 'ca')",17,0.7829762916688927
468,"('cp', 'fbs', 'slope', 'thal')",11,0.7483962442337727
469,"('cp', 'fbs', 'ca', 'thal')",5,0.8009001009725647
470,"('cp', 'restecg', 'thalach', 'exang')",13,0.7208315152245933
471,"('cp', 'restecg', 'thalach', 'oldpeak')",17,0.7434183206363958
472,"('cp', 'restecg', 'thalach', 'slope')",17,0.7188570171247517
473,"('cp', 'restecg', 'thalach', 'ca')",17,0.7825208083438442
474,"('cp', 'restecg', 'thalach', 'thal')",15,0.7837851714632798
475,"('cp', 'restecg', 'exang', 'oldpeak')",9,0.739530449802761
476,"('cp', 'restecg', 'exang', 'slope')",13,0.7295997436202054
477,"('cp', 'restecg', 'exang', 'ca')",3,0.7941011748375404
478,"('cp', 'restecg', 'exang', 'thal')",19,0.7814710587319282
479,"('cp', 'restecg', 'oldpeak', 'slope')",15,0.7287232167781367
480,"('cp', 'restecg', 'oldpeak', 'ca')",19,0.784223221569268
481,"('cp', 'restecg', 'oldpeak', 'thal')",19,0.7776717262453341
482,"('cp', 'restecg', 'slope', 'ca')",13,0.7558152806210898
483,"('cp', 'restecg', 'slope', 'thal')",9,0.7851225586008195
484,"('cp', 'restecg', 'ca', 'thal')",5,0.7882445423604845
485,"('cp', 'thalach', 'exang', 'oldpeak')",17,0.7585406692214473
486,"('cp', 'thalach', 'exang', 'slope')",19,0.7264643136735511
487,"('cp', 'thalach', 'exang', 'ca')",3,0.7992093335947461
488,"('cp', 'thalach', 'exang', 'thal')",9,0.7991327106658914
489,"('cp', 'thalach', 'oldpeak', 'slope')",15,0.7082615850943923
490,"('cp', 'thalach', 'oldpeak', 'ca')",9,0.8116208142367564
491,"('cp', 'thalach', 'oldpeak', 'thal')",13,0.779329171097287
492,"('cp', 'thalach', 'slope', 'ca')",9,0.8036591375800455
493,"('cp', 'thalach', 'slope', 'thal')",15,0.7757159328996043
494,"('cp', 'thalach', 'ca', 'thal')",17,0.813573268921095
495,"('cp', 'exang', 'oldpeak', 'slope')",19,0.7489675674807845
496,"('cp', 'exang', 'oldpeak', 'ca')",5,0.8016076811218451
497,"('cp', 'exang', 'oldpeak', 'thal')",19,0.787133799753937
498,"('cp', 'exang', 'slope', 'ca')",7,0.7827610811089072
499,"('cp', 'exang', 'slope', 'thal')",17,0.7873764519350411
500,"('cp', 'exang', 'ca', 'thal')",9,0.828047043783123
501,"('cp', 'oldpeak', 'slope', 'ca')",15,0.7818452322154156
502,"('cp', 'oldpeak', 'slope', 'thal')",11,0.7787744118468756
503,"('cp', 'oldpeak', 'ca', 'thal')",17,0.7953226186027943
504,"('cp', 'slope', 'ca', 'thal')",11,0.798743658663567
505,"('trestbps', 'chol', 'fbs', 'restecg')",7,0.5881489192221457
506,"('trestbps', 'chol', 'fbs', 'thalach')",17,0.6471933203927083
507,"('trestbps', 'chol', 'fbs', 'exang')",11,0.6866382342974071
508,"('trestbps', 'chol', 'fbs', 'oldpeak')",17,0.6590976354300977
509,"('trestbps', 'chol', 'fbs', 'slope')",7,0.6465048059830669
510,"('trestbps', 'chol', 'fbs', 'ca')",19,0.7458280362742605
511,"('trestbps', 'chol', 'fbs', 'thal')",17,0.7368515508702389
512,"('trestbps', 'chol', 'restecg', 'thalach')",19,0.6762104828401057
513,"('trestbps', 'chol', 'restecg', 'exang')",15,0.6932551961133195
514,"('trestbps', 'chol', 'restecg', 'oldpeak')",17,0.6890844865787658
515,"('trestbps', 'chol', 'restecg', 'slope')",5,0.6409431038996882
516,"('trestbps', 'chol', 'restecg', 'ca')",17,0.7359889763950975
517,"('trestbps', 'chol', 'restecg', 'thal')",11,0.7339788627904571
518,"('trestbps', 'chol', 'thalach', 'exang')",9,0.7291184557148023
519,"('trestbps', 'chol', 'thalach', 'oldpeak')",9,0.7113538569105129
520,"('trestbps', 'chol', 'thalach', 'slope')",17,0.676969106925234
521,"('trestbps', 'chol', 'thalach', 'ca')",15,0.7369282492657779
522,"('trestbps', 'chol', 'thalach', 'thal')",19,0.7553671690628213
523,"('trestbps', 'chol', 'exang', 'oldpeak')",13,0.7203222281751076
524,"('trestbps', 'chol', 'exang', 'slope')",19,0.7095492447208694
525,"('trestbps', 'chol', 'exang', 'ca')",7,0.7856578866651331
526,"('trestbps', 'chol', 'exang', 'thal')",7,0.742415065991725
527,"('trestbps', 'chol', 'oldpeak', 'slope')",5,0.6870377272698613
528,"('trestbps', 'chol', 'oldpeak', 'ca')",3,0.7400448585231193
529,"('trestbps', 'chol', 'oldpeak', 'thal')",17,0.7590553697510218
530,"('trestbps', 'chol', 'slope', 'ca')",19,0.7510367487517728
531,"('trestbps', 'chol', 'slope', 'thal')",17,0.7510959341249197
532,"('trestbps', 'chol', 'ca', 'thal')",19,0.7374518057866647
533,"('trestbps', 'fbs', 'restecg', 'thalach')",9,0.6770990189547381
534,"('trestbps', 'fbs', 'restecg', 'exang')",11,0.6997864162407155
535,"('trestbps', 'fbs', 'restecg', 'oldpeak')",17,0.6539614691829374
536,"('trestbps', 'fbs', 'restecg', 'slope')",17,0.6338647585146441
537,"('trestbps', 'fbs', 'restecg', 'ca')",17,0.739623197353889
538,"('trestbps', 'fbs', 'restecg', 'thal')",9,0.7332868474577094
539,"('trestbps', 'fbs', 'thalach', 'exang')",3,0.6890828506757385
540,"('trestbps', 'fbs', 'thalach', 'oldpeak')",15,0.7105153584444203
541,"('trestbps', 'fbs', 'thalach', 'slope')",17,0.6701371605341857
542,"('trestbps', 'fbs', 'thalach', 'ca')",13,0.7465883157001282
543,"('trestbps', 'fbs', 'thalach', 'thal')",19,0.7371783605551723
544,"('trestbps', 'fbs', 'exang', 'oldpeak')",9,0.7173551352326438
545,"('trestbps', 'fbs', 'exang', 'slope')",19,0.6971540263702736
546,"('trestbps', 'fbs', 'exang', 'ca')",7,0.7772609575805423
547,"('trestbps', 'fbs', 'exang', 'thal')",19,0.7465703861356036
548,"('trestbps', 'fbs', 'oldpeak', 'slope')",9,0.6894880111836634
549,"('trestbps', 'fbs', 'oldpeak', 'ca')",11,0.7661190299657119
550,"('trestbps', 'fbs', 'oldpeak', 'thal')",17,0.7363624984361063
551,"('trestbps', 'fbs', 'slope', 'ca')",9,0.760038348004628
552,"('trestbps', 'fbs', 'slope', 'thal')",19,0.7416714941131417
553,"('trestbps', 'fbs', 'ca', 'thal')",19,0.7415492784188437
554,"('trestbps', 'restecg', 'thalach', 'exang')",13,0.7066848406407031
555,"('trestbps', 'restecg', 'thalach', 'oldpeak')",13,0.6998579180195478
556,"('trestbps', 'restecg', 'thalach', 'slope')",19,0.6855557799440068
557,"('trestbps', 'restecg', 'thalach', 'ca')",17,0.7150325351763811
558,"('trestbps', 'restecg', 'thalach', 'thal')",17,0.7467849252197079
559,"('trestbps', 'restecg', 'exang', 'oldpeak')",19,0.7196239891428876
560,"('trestbps', 'restecg', 'exang', 'slope')",17,0.7010353692442386
561,"('trestbps', 'restecg', 'exang', 'ca')",3,0.7464168808759902
562,"('trestbps', 'restecg', 'exang', 'thal')",19,0.715502773662194
563,"('trestbps', 'restecg', 'oldpeak', 'slope')",19,0.6811497997440027
564,"('trestbps', 'restecg', 'oldpeak', 'ca')",15,0.7707465403759105
565,"('trestbps', 'restecg', 'oldpeak', 'thal')",17,0.7630550037865065
566,"('trestbps', 'restecg', 'slope', 'ca')",5,0.7439726247987117
567,"('trestbps', 'restecg', 'slope', 'thal')",19,0.7466282875527728
568,"('trestbps', 'restecg', 'ca', 'thal')",9,0.7592941551202421
569,"('trestbps', 'thalach', 'exang', 'oldpeak')",13,0.7426137968311881
570,"('trestbps', 'thalach', 'exang', 'slope')",19,0.7176286032807772
571,"('trestbps', 'thalach', 'exang', 'ca')",7,0.7691047890890206
572,"('trestbps', 'thalach', 'exang', 'thal')",7,0.749801242236025
573,"('trestbps', 'thalach', 'oldpeak', 'slope')",19,0.7128597360771274
574,"('trestbps', 'thalach', 'oldpeak', 'ca')",9,0.7783038059632262
575,"('trestbps', 'thalach', 'oldpeak', 'thal')",19,0.7553210702341138
576,"('trestbps', 'thalach', 'slope', 'ca')",7,0.7662034381134306
577,"('trestbps', 'thalach', 'slope', 'thal')",17,0.7599026915113872
578,"('trestbps', 'thalach', 'ca', 'thal')",19,0.7632985782333609
579,"('trestbps', 'exang', 'oldpeak', 'slope')",19,0.7318874921163251
580,"('trestbps', 'exang', 'oldpeak', 'ca')",7,0.7905393322294098
581,"('trestbps', 'exang', 'oldpeak', 'thal')",19,0.7378609216870087
582,"('trestbps', 'exang', 'slope', 'ca')",5,0.782340058098087
583,"('trestbps', 'exang', 'slope', 'thal')",7,0.754693920792319
584,"('trestbps', 'exang', 'ca', 'thal')",7,0.7906551650096982
585,"('trestbps', 'oldpeak', 'slope', 'ca')",9,0.7599256260012066
586,"('trestbps', 'oldpeak', 'slope', 'thal')",19,0.7549326353788597
587,"('trestbps', 'oldpeak', 'ca', 'thal')",15,0.7600067862893949
588,"('trestbps', 'slope', 'ca', 'thal')",19,0.76315450047029
589,"('chol', 'fbs', 'restecg', 'thalach')",13,0.700998797199539
590,"('chol', 'fbs', 'restecg', 'exang')",9,0.7093299751919127
591,"('chol', 'fbs', 'restecg', 'oldpeak')",9,0.6716947980520142
592,"('chol', 'fbs', 'restecg', 'slope')",7,0.658698083455616
593,"('chol', 'fbs', 'restecg', 'ca')",9,0.7340880803687633
594,"('chol', 'fbs', 'restecg', 'thal')",9,0.7422879077444295
595,"('chol', 'fbs', 'thalach', 'exang')",11,0.6934672119966445
596,"('chol', 'fbs', 'thalach', 'oldpeak')",7,0.6846285236502629
597,"('chol', 'fbs', 'thalach', 'slope')",19,0.6837225579327166
598,"('chol', 'fbs', 'thalach', 'ca')",11,0.7662648549574561
599,"('chol', 'fbs', 'thalach', 'thal')",19,0.7367207147020924
600,"('chol', 'fbs', 'exang', 'oldpeak')",9,0.7132475786719454
601,"('chol', 'fbs', 'exang', 'slope')",7,0.6829993687735226
602,"('chol', 'fbs', 'exang', 'ca')",11,0.7975841516028396
603,"('chol', 'fbs', 'exang', 'thal')",7,0.7598747194834151
604,"('chol', 'fbs', 'oldpeak', 'slope')",15,0.6845098653680679
605,"('chol', 'fbs', 'oldpeak', 'ca')",15,0.7549454753357013
606,"('chol', 'fbs', 'oldpeak', 'thal')",19,0.7501486297130843
607,"('chol', 'fbs', 'slope', 'ca')",11,0.7437247317556868
608,"('chol', 'fbs', 'slope', 'thal')",19,0.7299627919048209
609,"('chol', 'fbs', 'ca', 'thal')",9,0.7767204261117305
610,"('chol', 'restecg', 'thalach', 'exang')",19,0.6926113962188145
611,"('chol', 'restecg', 'thalach', 'oldpeak')",19,0.7072642192271589
612,"('chol', 'restecg', 'thalach', 'slope')",15,0.6735901590929866
613,"('chol', 'restecg', 'thalach', 'ca')",15,0.7377056403134153
614,"('chol', 'restecg', 'thalach', 'thal')",19,0.7463907067153339
615,"('chol', 'restecg', 'exang', 'oldpeak')",11,0.7154589192215626
616,"('chol', 'restecg', 'exang', 'slope')",19,0.6803776770762489
617,"('chol', 'restecg', 'exang', 'ca')",11,0.7716811773498136
618,"('chol', 'restecg', 'exang', 'thal')",9,0.7383170163170163
619,"('chol', 'restecg', 'oldpeak', 'slope')",5,0.6980298230458413
620,"('chol', 'restecg', 'oldpeak', 'ca')",15,0.7360290955876848
621,"('chol', 'restecg', 'oldpeak', 'thal')",15,0.775041881925177
622,"('chol', 'restecg', 'slope', 'ca')",5,0.7515009375011742
623,"('chol', 'restecg', 'slope', 'thal')",7,0.7563201500592805
624,"('chol', 'restecg', 'ca', 'thal')",13,0.770935894486619
625,"('chol', 'thalach', 'exang', 'oldpeak')",13,0.7385254234524995
626,"('chol', 'thalach', 'exang', 'slope')",9,0.7028648539922377
627,"('chol', 'thalach', 'exang', 'ca')",7,0.7824758840169291
628,"('chol', 'thalach', 'exang', 'thal')",7,0.7705767341498817
629,"('chol', 'thalach', 'oldpeak', 'slope')",17,0.70183206535533
630,"('chol', 'thalach', 'oldpeak', 'ca')",5,0.7753299203268693
631,"('chol', 'thalach', 'oldpeak', 'thal')",17,0.7762174060648508
632,"('chol', 'thalach', 'slope', 'ca')",15,0.7491116315115368
633,"('chol', 'thalach', 'slope', 'thal')",19,0.7382716108368284
634,"('chol', 'thalach', 'ca', 'thal')",19,0.7917129927026952
635,"('chol', 'exang', 'oldpeak', 'slope')",15,0.7317429380547822
636,"('chol', 'exang', 'oldpeak', 'ca')",5,0.7902038171168606
637,"('chol', 'exang', 'oldpeak', 'thal')",5,0.7641640978452572
638,"('chol', 'exang', 'slope', 'ca')",3,0.8005237092483469
639,"('chol', 'exang', 'slope', 'thal')",19,0.7460405391709741
640,"('chol', 'exang', 'ca', 'thal')",15,0.7919350891784148
641,"('chol', 'oldpeak', 'slope', 'ca')",9,0.755481477425476
642,"('chol', 'oldpeak', 'slope', 'thal')",11,0.7630030335796926
643,"('chol', 'oldpeak', 'ca', 'thal')",3,0.8092105222799348
644,"('chol', 'slope', 'ca', 'thal')",11,0.7836827447914405
645,"('fbs', 'restecg', 'thalach', 'exang')",19,0.6781254879080555
646,"('fbs', 'restecg', 'thalach', 'oldpeak')",15,0.6993741798039255
647,"('fbs', 'restecg', 'thalach', 'slope')",11,0.6676263364321835
648,"('fbs', 'restecg', 'thalach', 'ca')",9,0.7223414099774866
649,"('fbs', 'restecg', 'thalach', 'thal')",9,0.7576777071559679
650,"('fbs', 'restecg', 'exang', 'oldpeak')",15,0.7147899597379578
651,"('fbs', 'restecg', 'exang', 'slope')",19,0.6844071435810567
652,"('fbs', 'restecg', 'exang', 'ca')",19,0.7592746111701107
653,"('fbs', 'restecg', 'exang', 'thal')",17,0.7633625070581592
654,"('fbs', 'restecg', 'oldpeak', 'slope')",9,0.6852380417676455
655,"('fbs', 'restecg', 'oldpeak', 'ca')",11,0.7510317495457148
656,"('fbs', 'restecg', 'oldpeak', 'thal')",11,0.7521719196096743
657,"('fbs', 'restecg', 'slope', 'ca')",7,0.7041565628653462
658,"('fbs', 'restecg', 'slope', 'thal')",17,0.7380091802990354
659,"('fbs', 'restecg', 'ca', 'thal')",11,0.8024501295805644
660,"('fbs', 'thalach', 'exang', 'oldpeak')",15,0.7231704063499056
661,"('fbs', 'thalach', 'exang', 'slope')",5,0.6794734535459173
662,"('fbs', 'thalach', 'exang', 'ca')",7,0.785474970605071
663,"('fbs', 'thalach', 'exang', 'thal')",15,0.7853374741200827
664,"('fbs', 'thalach', 'oldpeak', 'slope')",19,0.6905448002815635
665,"('fbs', 'thalach', 'oldpeak', 'ca')",15,0.7781663952230906
666,"('fbs', 'thalach', 'oldpeak', 'thal')",19,0.7584013967782084
667,"('fbs', 'thalach', 'slope', 'ca')",13,0.7795252530614849
668,"('fbs', 'thalach', 'slope', 'thal')",15,0.7298817575339315
669,"('fbs', 'thalach', 'ca', 'thal')",7,0.7744043905779222
670,"('fbs', 'exang', 'oldpeak', 'slope')",11,0.7137599307224215
671,"('fbs', 'exang', 'oldpeak', 'ca')",5,0.7950937044705161
672,"('fbs', 'exang', 'oldpeak', 'thal')",13,0.7595299499212542
673,"('fbs', 'exang', 'slope', 'ca')",5,0.7637877619484904
674,"('fbs', 'exang', 'slope', 'thal')",15,0.7631253979514849
675,"('fbs', 'exang', 'ca', 'thal')",13,0.7869121689960743
676,"('fbs', 'oldpeak', 'slope', 'ca')",11,0.7765283888357878
677,"('fbs', 'oldpeak', 'slope', 'thal')",19,0.7382400653560074
678,"('fbs', 'oldpeak', 'ca', 'thal')",7,0.787746732601805
679,"('fbs', 'slope', 'ca', 'thal')",17,0.7591751062735044
680,"('restecg', 'thalach', 'exang', 'oldpeak')",19,0.7244900273338686
681,"('restecg', 'thalach', 'exang', 'slope')",19,0.6956881118740978
682,"('restecg', 'thalach', 'exang', 'ca')",9,0.7573123166208596
683,"('restecg', 'thalach', 'exang', 'thal')",9,0.7791171592765795
684,"('restecg', 'thalach', 'oldpeak', 'slope')",19,0.6857585752383616
685,"('restecg', 'thalach', 'oldpeak', 'ca')",13,0.7602559336455414
686,"('restecg', 'thalach', 'oldpeak', 'thal')",19,0.7654120141801302
687,"('restecg', 'thalach', 'slope', 'ca')",17,0.7518459444741566
688,"('restecg', 'thalach', 'slope', 'thal')",19,0.7399817302933245
689,"('restecg', 'thalach', 'ca', 'thal')",17,0.7935840101927057
690,"('restecg', 'exang', 'oldpeak', 'slope')",13,0.7065400268008963
691,"('restecg', 'exang', 'oldpeak', 'ca')",7,0.7545808127411873
692,"('restecg', 'exang', 'oldpeak', 'thal')",7,0.7623203034217527
693,"('restecg', 'exang', 'slope', 'ca')",17,0.7696795164041541
694,"('restecg', 'exang', 'slope', 'thal')",7,0.7665092938250833
695,"('restecg', 'exang', 'ca', 'thal')",9,0.7864241738993838
696,"('restecg', 'oldpeak', 'slope', 'ca')",13,0.7708350752714986
697,"('restecg', 'oldpeak', 'slope', 'thal')",13,0.7566511121728514
698,"('restecg', 'oldpeak', 'ca', 'thal')",17,0.805032825467608
699,"('restecg', 'slope', 'ca', 'thal')",13,0.7807776297776298
700,"('thalach', 'exang', 'oldpeak', 'slope')",17,0.7385739941730104
701,"('thalach', 'exang', 'oldpeak', 'ca')",19,0.7742586530460751
702,"('thalach', 'exang', 'oldpeak', 'thal')",11,0.7759944982553678
703,"('thalach', 'exang', 'slope', 'ca')",5,0.7663718112268837
704,"('thalach', 'exang', 'slope', 'thal')",17,0.7678354688789472
