,feature_combination,best_n_neighbors,best_cv_score
3652,"('chol', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal')",5,0.8037401622588503
3653,"('chol', 'fbs', 'restecg', 'slope', 'ca', 'thal')",3,0.7970724916522017
3654,"('chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope')",17,0.721594189599792
3655,"('chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca')",17,0.7734194935499283
3656,"('chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal')",13,0.7762151048093078
3657,"('chol', 'fbs', 'thalach', 'exang', 'slope', 'ca')",19,0.7626036278324608
3658,"('chol', 'fbs', 'thalach', 'exang', 'slope', 'thal')",19,0.7719671198366851
3659,"('chol', 'fbs', 'thalach', 'exang', 'ca', 'thal')",15,0.8060793130648202
3660,"('chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca')",13,0.738584227822293
3661,"('chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal')",17,0.7595339587948283
3662,"('chol', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal')",15,0.8093954101383544
3663,"('chol', 'fbs', 'thalach', 'slope', 'ca', 'thal')",19,0.7763307311102887
3664,"('chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca')",17,0.7558142461158599
3665,"('chol', 'fbs', 'exang', 'oldpeak', 'slope', 'thal')",9,0.7635692873953743
3666,"('chol', 'fbs', 'exang', 'oldpeak', 'ca', 'thal')",9,0.7955311181011487
3667,"('chol', 'fbs', 'exang', 'slope', 'ca', 'thal')",5,0.804882301922729
3668,"('chol', 'fbs', 'oldpeak', 'slope', 'ca', 'thal')",19,0.7758448785302332
3669,"('chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7259582161236071
3670,"('chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",13,0.7515246938674173
3671,"('chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",7,0.7636480577929854
3672,"('chol', 'restecg', 'thalach', 'exang', 'slope', 'ca')",19,0.7792288166533018
3673,"('chol', 'restecg', 'thalach', 'exang', 'slope', 'thal')",19,0.7792386816082468
3674,"('chol', 'restecg', 'thalach', 'exang', 'ca', 'thal')",15,0.796298410237388
3675,"('chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca')",7,0.7575491722448243
3676,"('chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal')",3,0.7579036234833336
3677,"('chol', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal')",19,0.784568001792258
3678,"('chol', 'restecg', 'thalach', 'slope', 'ca', 'thal')",19,0.7789064235338072
3679,"('chol', 'restecg', 'exang', 'oldpeak', 'slope', 'ca')",11,0.774245906479316
3680,"('chol', 'restecg', 'exang', 'oldpeak', 'slope', 'thal')",7,0.7627546366676802
3681,"('chol', 'restecg', 'exang', 'oldpeak', 'ca', 'thal')",7,0.8074051123326486
3682,"('chol', 'restecg', 'exang', 'slope', 'ca', 'thal')",19,0.8096050975326337
3683,"('chol', 'restecg', 'oldpeak', 'slope', 'ca', 'thal')",19,0.7879186779159439
3684,"('chol', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",11,0.783297672789348
3685,"('chol', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7636306404277419
3686,"('chol', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",5,0.8220590468096187
3687,"('chol', 'thalach', 'exang', 'slope', 'ca', 'thal')",9,0.8134579755781128
3688,"('chol', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",19,0.7963337821598692
3689,"('chol', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",13,0.8183400862210929
3690,"('fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7248654955558872
3691,"('fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",17,0.7726973731554205
3692,"('fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",19,0.7793335092175673
3693,"('fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca')",17,0.7740678760292111
3694,"('fbs', 'restecg', 'thalach', 'exang', 'slope', 'thal')",17,0.7754875776397516
3695,"('fbs', 'restecg', 'thalach', 'exang', 'ca', 'thal')",19,0.8079308879394889
3696,"('fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca')",15,0.736411412088442
3697,"('fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal')",19,0.7489177944371663
3698,"('fbs', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal')",3,0.8172218693812898
3699,"('fbs', 'restecg', 'thalach', 'slope', 'ca', 'thal')",5,0.7838113630867254
3700,"('fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'ca')",19,0.7503975215228536
3701,"('fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'thal')",17,0.7769279317174054
3702,"('fbs', 'restecg', 'exang', 'oldpeak', 'ca', 'thal')",3,0.8017249940076026
3703,"('fbs', 'restecg', 'exang', 'slope', 'ca', 'thal')",15,0.7935339008817269
3704,"('fbs', 'restecg', 'oldpeak', 'slope', 'ca', 'thal')",7,0.7636142167011732
3705,"('fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",19,0.786535176844338
3706,"('fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7804311952138039
3707,"('fbs', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",13,0.8166310851065053
3708,"('fbs', 'thalach', 'exang', 'slope', 'ca', 'thal')",15,0.8262315521301028
3709,"('fbs', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",17,0.7806435915131568
3710,"('fbs', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",17,0.8051347918238158
3711,"('restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",11,0.7788140944994492
3712,"('restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7705665532591544
3713,"('restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",5,0.8052314322821568
3714,"('restecg', 'thalach', 'exang', 'slope', 'ca', 'thal')",19,0.8035004449021125
3715,"('restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",13,0.7747468811381856
3716,"('restecg', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",7,0.8141913336261162
3717,"('thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",17,0.8129226609196097
3718,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'restecg')",15,0.7413138407486234
3719,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'thalach')",17,0.7426251558848812
3720,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'exang')",17,0.7862151047528622
3721,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak')",19,0.7302758990874934
3722,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'slope')",5,0.7475851057155405
3723,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'ca')",19,0.7634302606836618
3724,"('age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'thal')",13,0.7760702785645577
3725,"('age', 'sex', 'cp', 'trestbps', 'chol', 'restecg', 'thalach')",9,0.7248818402665164
3726,"('age', 'sex', 'cp', 'trestbps', 'chol', 'restecg', 'exang')",17,0.7506324896125243
3727,"('age', 'sex', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak')",19,0.72767996922796
3728,"('age', 'sex', 'cp', 'trestbps', 'chol', 'restecg', 'slope')",19,0.7263234914869886
3729,"('age', 'sex', 'cp', 'trestbps', 'chol', 'restecg', 'ca')",11,0.750493763759039
3730,"('age', 'sex', 'cp', 'trestbps', 'chol', 'restecg', 'thal')",17,0.7634746891383047
3731,"('age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang')",17,0.7690683819669326
3732,"('age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak')",17,0.7483406797019201
3733,"('age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'slope')",7,0.746287356929115
3734,"('age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'ca')",15,0.7949829336872936
3735,"('age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'thal')",7,0.7969291041754809
3736,"('age', 'sex', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak')",11,0.7560698419078703
3737,"('age', 'sex', 'cp', 'trestbps', 'chol', 'exang', 'slope')",5,0.7657719041700735
3738,"('age', 'sex', 'cp', 'trestbps', 'chol', 'exang', 'ca')",11,0.790530521121673
3739,"('age', 'sex', 'cp', 'trestbps', 'chol', 'exang', 'thal')",7,0.7832452937349962
3740,"('age', 'sex', 'cp', 'trestbps', 'chol', 'oldpeak', 'slope')",5,0.7628912874565048
3741,"('age', 'sex', 'cp', 'trestbps', 'chol', 'oldpeak', 'ca')",3,0.7783165957901221
3742,"('age', 'sex', 'cp', 'trestbps', 'chol', 'oldpeak', 'thal')",15,0.7705994038167951
3743,"('age', 'sex', 'cp', 'trestbps', 'chol', 'slope', 'ca')",7,0.7953104270930358
3744,"('age', 'sex', 'cp', 'trestbps', 'chol', 'slope', 'thal')",19,0.7678834209268992
3745,"('age', 'sex', 'cp', 'trestbps', 'chol', 'ca', 'thal')",9,0.810088780784433
3746,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach')",19,0.7343629159329466
3747,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'restecg', 'exang')",19,0.7524555633365703
3748,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak')",19,0.7352708296989839
3749,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'restecg', 'slope')",13,0.7399149304801479
3750,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'restecg', 'ca')",17,0.7736623708842745
3751,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thal')",9,0.7766908453864975
3752,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'thalach', 'exang')",17,0.7858480930153778
3753,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak')",19,0.7415315451730213
3754,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'thalach', 'slope')",15,0.7506431255271834
3755,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'thalach', 'ca')",19,0.7864983941313408
3756,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'thalach', 'thal')",19,0.7928612675004741
3757,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak')",19,0.7667385873767667
3758,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'exang', 'slope')",13,0.7563249505082537
3759,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'exang', 'ca')",19,0.7953762473224716
3760,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'exang', 'thal')",11,0.7971972820523545
3761,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'oldpeak', 'slope')",3,0.745387541604933
3762,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'oldpeak', 'ca')",7,0.7857680580289277
3763,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'oldpeak', 'thal')",17,0.7702907426500104
3764,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'slope', 'ca')",13,0.7876059136783774
3765,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'slope', 'thal')",19,0.759027047027047
3766,"('age', 'sex', 'cp', 'trestbps', 'fbs', 'ca', 'thal')",11,0.8085368565948275
3767,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'thalach', 'exang')",11,0.7375467208558821
3768,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak')",9,0.7608316192352595
3769,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'thalach', 'slope')",9,0.7323407807549683
3770,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'thalach', 'ca')",13,0.7864211761265866
3771,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'thalach', 'thal')",17,0.793019733889299
3772,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak')",7,0.7653237791703296
3773,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'exang', 'slope')",5,0.7301986204320301
3774,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'exang', 'ca')",17,0.7915710479593012
3775,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'exang', 'thal')",19,0.76637858116119
3776,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'oldpeak', 'slope')",17,0.7539135995512807
3777,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'oldpeak', 'ca')",19,0.7704252054976692
3778,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'oldpeak', 'thal')",15,0.7833104528321919
3779,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'slope', 'ca')",15,0.7750609336986148
3780,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'slope', 'thal')",19,0.7762457687240295
3781,"('age', 'sex', 'cp', 'trestbps', 'restecg', 'ca', 'thal')",13,0.7869626321075597
3782,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak')",19,0.7727715754829566
3783,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'exang', 'slope')",17,0.764603458922168
3784,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'exang', 'ca')",13,0.7961244271026879
3785,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'exang', 'thal')",7,0.7918803225759747
3786,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'oldpeak', 'slope')",19,0.7572322074061204
3787,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'oldpeak', 'ca')",17,0.8031682386320067
3788,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'oldpeak', 'thal')",15,0.8009543644761037
3789,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'slope', 'ca')",11,0.7906195077064642
3790,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'slope', 'thal')",19,0.7847195241687995
3791,"('age', 'sex', 'cp', 'trestbps', 'thalach', 'ca', 'thal')",7,0.8172029870290739
3792,"('age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'slope')",17,0.7650573710833054
3793,"('age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'ca')",3,0.8129191188709062
3794,"('age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'thal')",19,0.7834134416308329
3795,"('age', 'sex', 'cp', 'trestbps', 'exang', 'slope', 'ca')",13,0.8000787211771193
3796,"('age', 'sex', 'cp', 'trestbps', 'exang', 'slope', 'thal')",9,0.7715982278590974
3797,"('age', 'sex', 'cp', 'trestbps', 'exang', 'ca', 'thal')",17,0.805239333934986
3798,"('age', 'sex', 'cp', 'trestbps', 'oldpeak', 'slope', 'ca')",13,0.7824251615162491
3799,"('age', 'sex', 'cp', 'trestbps', 'oldpeak', 'slope', 'thal')",17,0.7796672345367998
3800,"('age', 'sex', 'cp', 'trestbps', 'oldpeak', 'ca', 'thal')",9,0.8079659457313279
3801,"('age', 'sex', 'cp', 'trestbps', 'slope', 'ca', 'thal')",11,0.8134901114649399
3802,"('age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'thalach')",13,0.7251177733152535
3803,"('age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'exang')",5,0.7611256292934401
3804,"('age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak')",19,0.7369182578023158
3805,"('age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'slope')",3,0.7407951517646406
3806,"('age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'ca')",17,0.764128171224886
3807,"('age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'thal')",19,0.7761538171972955
3808,"('age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'exang')",19,0.7649315310534438
3809,"('age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak')",7,0.7558797944386202
3810,"('age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'slope')",7,0.7534926860579034
3811,"('age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'ca')",15,0.786332606349611
3812,"('age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'thal')",17,0.8058755463538072
3813,"('age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'oldpeak')",19,0.7647993446622816
3814,"('age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'slope')",7,0.7570748360603433
3815,"('age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'ca')",11,0.7892732383754316
3816,"('age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'thal')",13,0.7848503815025554
3817,"('age', 'sex', 'cp', 'chol', 'fbs', 'oldpeak', 'slope')",17,0.7452187876535702
3818,"('age', 'sex', 'cp', 'chol', 'fbs', 'oldpeak', 'ca')",7,0.78832835682621
3819,"('age', 'sex', 'cp', 'chol', 'fbs', 'oldpeak', 'thal')",19,0.7743578800214955
3820,"('age', 'sex', 'cp', 'chol', 'fbs', 'slope', 'ca')",3,0.7777030044595472
3821,"('age', 'sex', 'cp', 'chol', 'fbs', 'slope', 'thal')",19,0.7810887201901695
3822,"('age', 'sex', 'cp', 'chol', 'fbs', 'ca', 'thal')",9,0.8050035745253137
3823,"('age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'exang')",3,0.7559192940372057
3824,"('age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak')",7,0.7607416438933575
3825,"('age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'slope')",3,0.7608213626389275
3826,"('age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'ca')",3,0.7713106679742835
3827,"('age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'thal')",19,0.7799543961138163
3828,"('age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'oldpeak')",9,0.7824307343361501
3829,"('age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'slope')",5,0.7648597045922068
3830,"('age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'ca')",5,0.7845392208190956
3831,"('age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'thal')",5,0.7708846113628722
3832,"('age', 'sex', 'cp', 'chol', 'restecg', 'oldpeak', 'slope')",11,0.7494380112640983
3833,"('age', 'sex', 'cp', 'chol', 'restecg', 'oldpeak', 'ca')",9,0.7842085568838724
3834,"('age', 'sex', 'cp', 'chol', 'restecg', 'oldpeak', 'thal')",17,0.7714842403972838
3835,"('age', 'sex', 'cp', 'chol', 'restecg', 'slope', 'ca')",7,0.7985307003540534
3836,"('age', 'sex', 'cp', 'chol', 'restecg', 'slope', 'thal')",9,0.7756820230367141
3837,"('age', 'sex', 'cp', 'chol', 'restecg', 'ca', 'thal')",3,0.7840456532195663
3838,"('age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'oldpeak')",11,0.7823322495511664
3839,"('age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'slope')",13,0.7679222440976826
3840,"('age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'ca')",5,0.8110885799629586
3841,"('age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'thal')",15,0.7713515067862893
3842,"('age', 'sex', 'cp', 'chol', 'thalach', 'oldpeak', 'slope')",17,0.7514626999205236
3843,"('age', 'sex', 'cp', 'chol', 'thalach', 'oldpeak', 'ca')",17,0.7953806825353682
3844,"('age', 'sex', 'cp', 'chol', 'thalach', 'oldpeak', 'thal')",19,0.7833958822768892
3845,"('age', 'sex', 'cp', 'chol', 'thalach', 'slope', 'ca')",15,0.7871917015944475
3846,"('age', 'sex', 'cp', 'chol', 'thalach', 'slope', 'thal')",19,0.7723892457515646
3847,"('age', 'sex', 'cp', 'chol', 'thalach', 'ca', 'thal')",7,0.8304678365113147
3848,"('age', 'sex', 'cp', 'chol', 'exang', 'oldpeak', 'slope')",19,0.7574567162362739
3849,"('age', 'sex', 'cp', 'chol', 'exang', 'oldpeak', 'ca')",3,0.8232041367113829
3850,"('age', 'sex', 'cp', 'chol', 'exang', 'oldpeak', 'thal')",9,0.7673305418202443
3851,"('age', 'sex', 'cp', 'chol', 'exang', 'slope', 'ca')",7,0.8093108775282689
3852,"('age', 'sex', 'cp', 'chol', 'exang', 'slope', 'thal')",15,0.7750369244282288
3853,"('age', 'sex', 'cp', 'chol', 'exang', 'ca', 'thal')",19,0.8004827201783723
3854,"('age', 'sex', 'cp', 'chol', 'oldpeak', 'slope', 'ca')",17,0.7923137517340416
3855,"('age', 'sex', 'cp', 'chol', 'oldpeak', 'slope', 'thal')",13,0.7756014042459504
3856,"('age', 'sex', 'cp', 'chol', 'oldpeak', 'ca', 'thal')",5,0.8133376656679479
3857,"('age', 'sex', 'cp', 'chol', 'slope', 'ca', 'thal')",15,0.8129304943721418
3858,"('age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'exang')",19,0.7779224679158396
3859,"('age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak')",5,0.7431355299268184
3860,"('age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'slope')",3,0.7418299542647369
3861,"('age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'ca')",15,0.7736035121536975
3862,"('age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'thal')",17,0.7974744820396994
3863,"('age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'oldpeak')",5,0.7661925601424535
3864,"('age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'slope')",19,0.7482330128272158
3865,"('age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'ca')",11,0.7955941460579142
3866,"('age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'thal')",7,0.7846241327110892
3867,"('age', 'sex', 'cp', 'fbs', 'restecg', 'oldpeak', 'slope')",19,0.7286436797375011
3868,"('age', 'sex', 'cp', 'fbs', 'restecg', 'oldpeak', 'ca')",7,0.7684095625255046
3869,"('age', 'sex', 'cp', 'fbs', 'restecg', 'oldpeak', 'thal')",15,0.7840966296183687
3870,"('age', 'sex', 'cp', 'fbs', 'restecg', 'slope', 'ca')",3,0.7720289197918688
3871,"('age', 'sex', 'cp', 'fbs', 'restecg', 'slope', 'thal')",17,0.7844539824105041
3872,"('age', 'sex', 'cp', 'fbs', 'restecg', 'ca', 'thal')",5,0.7881723101240974
3873,"('age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'oldpeak')",19,0.7808012226776528
3874,"('age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'slope')",19,0.7695792469929086
3875,"('age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'ca')",15,0.7955265626938475
3876,"('age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'thal')",13,0.7935350157089286
3877,"('age', 'sex', 'cp', 'fbs', 'thalach', 'oldpeak', 'slope')",5,0.7604908772252732
3878,"('age', 'sex', 'cp', 'fbs', 'thalach', 'oldpeak', 'ca')",15,0.8070307544095388
3879,"('age', 'sex', 'cp', 'fbs', 'thalach', 'oldpeak', 'thal')",17,0.791232280982853
3880,"('age', 'sex', 'cp', 'fbs', 'thalach', 'slope', 'ca')",19,0.7915362346781111
3881,"('age', 'sex', 'cp', 'fbs', 'thalach', 'slope', 'thal')",13,0.7848615297745732
3882,"('age', 'sex', 'cp', 'fbs', 'thalach', 'ca', 'thal')",11,0.8130875050875052
3883,"('age', 'sex', 'cp', 'fbs', 'exang', 'oldpeak', 'slope')",9,0.761363251769667
3884,"('age', 'sex', 'cp', 'fbs', 'exang', 'oldpeak', 'ca')",19,0.7954863092948524
3885,"('age', 'sex', 'cp', 'fbs', 'exang', 'oldpeak', 'thal')",13,0.8004703183078469
3886,"('age', 'sex', 'cp', 'fbs', 'exang', 'slope', 'ca')",11,0.7881234626886802
3887,"('age', 'sex', 'cp', 'fbs', 'exang', 'slope', 'thal')",13,0.7929281764933939
3888,"('age', 'sex', 'cp', 'fbs', 'exang', 'ca', 'thal')",13,0.8136679841897232
3889,"('age', 'sex', 'cp', 'fbs', 'oldpeak', 'slope', 'ca')",19,0.7828953006199383
3890,"('age', 'sex', 'cp', 'fbs', 'oldpeak', 'slope', 'thal')",17,0.771320462146549
3891,"('age', 'sex', 'cp', 'fbs', 'oldpeak', 'ca', 'thal')",13,0.8088491348750692
3892,"('age', 'sex', 'cp', 'fbs', 'slope', 'ca', 'thal')",19,0.805551820696748
3893,"('age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'oldpeak')",5,0.7854610319710401
3894,"('age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'slope')",9,0.752127526737748
3895,"('age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'ca')",15,0.7960242843576177
3896,"('age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'thal')",19,0.7872277432712215
3897,"('age', 'sex', 'cp', 'restecg', 'thalach', 'oldpeak', 'slope')",5,0.7753719147197409
3898,"('age', 'sex', 'cp', 'restecg', 'thalach', 'oldpeak', 'ca')",13,0.8035641866319161
3899,"('age', 'sex', 'cp', 'restecg', 'thalach', 'oldpeak', 'thal')",17,0.7958937482270816
3900,"('age', 'sex', 'cp', 'restecg', 'thalach', 'slope', 'ca')",17,0.7829407637451116
3901,"('age', 'sex', 'cp', 'restecg', 'thalach', 'slope', 'thal')",5,0.7963554641815512
3902,"('age', 'sex', 'cp', 'restecg', 'thalach', 'ca', 'thal')",11,0.8053632443777371
3903,"('age', 'sex', 'cp', 'restecg', 'exang', 'oldpeak', 'slope')",19,0.7695328549745025
3904,"('age', 'sex', 'cp', 'restecg', 'exang', 'oldpeak', 'ca')",17,0.7729069989510953
3905,"('age', 'sex', 'cp', 'restecg', 'exang', 'oldpeak', 'thal')",7,0.7880986260116696
3906,"('age', 'sex', 'cp', 'restecg', 'exang', 'slope', 'ca')",9,0.7792229151474002
3907,"('age', 'sex', 'cp', 'restecg', 'exang', 'slope', 'thal')",7,0.7583527503092721
3908,"('age', 'sex', 'cp', 'restecg', 'exang', 'ca', 'thal')",13,0.804472005295041
3909,"('age', 'sex', 'cp', 'restecg', 'oldpeak', 'slope', 'ca')",17,0.7912600767211109
3910,"('age', 'sex', 'cp', 'restecg', 'oldpeak', 'slope', 'thal')",7,0.7713006172571389
3911,"('age', 'sex', 'cp', 'restecg', 'oldpeak', 'ca', 'thal')",19,0.7963881219213027
3912,"('age', 'sex', 'cp', 'restecg', 'slope', 'ca', 'thal')",15,0.8016125468734165
3913,"('age', 'sex', 'cp', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7671021587108544
3914,"('age', 'sex', 'cp', 'thalach', 'exang', 'oldpeak', 'ca')",19,0.8080655623016415
3915,"('age', 'sex', 'cp', 'thalach', 'exang', 'oldpeak', 'thal')",9,0.7961695695608739
3916,"('age', 'sex', 'cp', 'thalach', 'exang', 'slope', 'ca')",19,0.7955998801040753
3917,"('age', 'sex', 'cp', 'thalach', 'exang', 'slope', 'thal')",5,0.7878500806761677
3918,"('age', 'sex', 'cp', 'thalach', 'exang', 'ca', 'thal')",19,0.8174763497372194
3919,"('age', 'sex', 'cp', 'thalach', 'oldpeak', 'slope', 'ca')",3,0.81168402004313
3920,"('age', 'sex', 'cp', 'thalach', 'oldpeak', 'slope', 'thal')",19,0.7754345091301613
3921,"('age', 'sex', 'cp', 'thalach', 'oldpeak', 'ca', 'thal')",9,0.813347982398707
3922,"('age', 'sex', 'cp', 'thalach', 'slope', 'ca', 'thal')",9,0.8100446397402917
3923,"('age', 'sex', 'cp', 'exang', 'oldpeak', 'slope', 'ca')",17,0.7838061982089441
